age,income,employment_years,num_credit_accounts,total_debt,debt_to_income_ratio,payment_history_score,num_late_payments,credit_utilization,num_hard_inquiries,loan_amount,loan_term_months,savings_balance,education_level,employment_status,creditworthy,education_encoded,employment_encoded,income_per_debt,savings_to_income_ratio,payment_reliability,credit_age_score
47,52123.08,14,13,44605.96,0.8558,666,15,0.9349,7,9917.35,48,4816.52,Master,Employed,0,2,0,1.1685,0.0924,0.25,182
33,70924.18,19,13,2277.15,0.0321,764,9,0.1553,2,7522.15,48,7673.95,High School,Employed,1,1,0,31.1324,0.1082,0.55,247
61,64540.07,8,4,41768.82,0.6472,498,7,0.0339,7,13747.13,60,3031.16,Bachelor,Self-Employed,0,0,1,1.5451,0.047,0.65,32
23,15000.0,31,2,8908.78,0.5939,799,11,0.9898,8,10779.94,36,3850.63,Master,Employed,1,2,0,1.6835,0.2567,0.45,62
59,59949.96,3,2,35821.67,0.5975,315,15,0.4823,4,27082.75,12,9629.49,Master,Employed,0,2,0,1.6735,0.1606,0.25,6
26,100009.1,17,9,19459.68,0.1946,595,11,0.5721,4,10246.77,48,14055.77,Bachelor,Employed,1,0,0,5.139,0.1405,0.45,153
28,81505.38,4,1,31561.53,0.3872,810,10,0.6159,5,6972.78,24,2249.3,Bachelor,Self-Employed,1,0,1,2.5823,0.0276,0.5,4
47,63440.26,19,12,20733.04,0.3268,538,19,0.7897,6,34425.77,36,4549.65,High School,Employed,0,1,0,3.0597,0.0717,0.05,228
29,33812.16,22,7,0.0,0.0,600,18,0.812,2,10486.25,36,3612.43,High School,Employed,0,1,0,33812.16,0.1068,0.1,154
57,64551.07,10,11,0.0,0.0,305,0,0.1939,4,16535.28,48,0.0,High School,Employed,1,1,0,64551.07,0.0,1.0,110
53,69795.0,21,14,23148.73,0.3317,519,2,0.2366,0,19513.23,60,8850.27,High School,Employed,1,1,0,3.0149,0.1268,0.9,294
62,49925.07,3,3,16043.97,0.3214,752,11,0.8768,9,3633.07,48,13608.31,High School,Employed,0,1,0,3.1116,0.2726,0.45,9
64,61334.84,28,3,25973.31,0.4235,732,8,0.8195,4,27354.84,48,14099.86,High School,Self-Employed,1,1,1,2.3614,0.2299,0.6,84
44,85193.25,33,2,16217.7,0.1904,685,4,0.6176,3,21371.19,60,2775.4,PhD,Employed,1,3,0,5.2528,0.0326,0.8,66
35,37854.51,12,14,50271.16,1.328,594,0,0.9947,0,30583.84,24,489.81,Bachelor,Self-Employed,0,0,1,0.753,0.0129,1.0,168
52,33834.01,8,10,23458.06,0.6933,417,9,0.7352,6,8207.78,60,8129.63,Bachelor,Employed,0,0,0,1.4423,0.2403,0.55,80
52,68853.99,30,6,13295.78,0.1931,704,16,0.2158,0,15991.26,48,12975.64,PhD,Employed,1,3,0,5.1782,0.1885,0.2,180
44,64150.85,6,13,25060.45,0.3906,311,3,0.8466,7,15393.56,12,8929.1,High School,Self-Employed,0,1,1,2.5597,0.1392,0.85,78
61,75576.77,3,10,13569.88,0.1796,508,14,0.4147,9,17638.88,60,9735.83,Bachelor,Employed,0,0,0,5.569,0.1288,0.3,30
69,66395.88,18,2,21393.95,0.3222,464,18,0.0362,1,1000.0,24,14850.99,Bachelor,Self-Employed,1,0,1,3.1033,0.2237,0.1,36
69,43644.9,29,10,1737.8,0.0398,593,7,0.3214,9,16108.36,60,3565.18,High School,Self-Employed,1,1,1,25.1006,0.0817,0.65,290
32,63643.85,30,4,19871.22,0.3122,818,14,0.7636,4,1000.0,60,6680.18,Bachelor,Employed,1,0,0,3.2027,0.105,0.3,120
59,32157.47,34,10,12832.21,0.399,377,6,0.9602,5,18583.34,36,17807.63,High School,Self-Employed,0,1,1,2.5058,0.5538,0.7,340
22,49993.63,20,9,3158.95,0.0632,733,14,0.2761,8,1000.0,36,6819.13,High School,Unemployed,1,1,2,15.821,0.1364,0.3,180
23,65055.98,30,9,49636.04,0.763,376,7,0.2465,6,1000.0,48,395.98,High School,Employed,0,1,0,1.3106,0.0061,0.65,270
69,47789.72,18,6,3743.97,0.0783,347,9,0.5636,5,23185.49,48,3983.86,Master,Employed,0,2,0,12.761,0.0834,0.55,108
57,104361.04,30,13,20104.46,0.1926,381,17,0.8117,4,9531.62,60,2370.92,Bachelor,Employed,0,0,0,5.1907,0.0227,0.15,390
69,17156.32,31,4,7957.88,0.4638,508,3,0.7465,5,5121.42,12,10142.98,Bachelor,Employed,0,0,0,2.1556,0.5912,0.85,124
37,44050.19,1,7,24455.59,0.5552,744,14,0.56,3,27708.46,48,2624.32,Bachelor,Employed,0,0,0,1.8012,0.0596,0.3,7
69,36244.4,9,14,884.22,0.0244,821,10,0.6314,0,18276.26,60,9626.21,High School,Employed,1,1,0,40.9439,0.2656,0.5,126
22,40993.02,1,1,32605.35,0.7954,328,2,0.2421,8,23720.9,60,3583.61,Bachelor,Employed,0,0,0,1.2572,0.0874,0.9,1
22,42140.04,1,12,50542.34,1.1994,603,14,0.4326,4,13337.58,60,0.0,Bachelor,Employed,0,0,0,0.8337,0.0,0.3,12
48,28471.59,23,4,7406.91,0.2602,764,2,0.2554,7,41796.29,60,9839.72,High School,Employed,1,1,0,3.8434,0.3456,0.9,92
43,70054.04,16,5,38254.53,0.5461,801,14,0.8844,6,8954.86,60,8890.78,Bachelor,Employed,0,0,0,1.8312,0.1269,0.3,80
57,44058.09,31,8,14271.81,0.3239,745,5,0.1126,7,32444.96,36,11106.55,High School,Employed,1,1,0,3.0869,0.2521,0.75,248
52,58271.47,15,12,42586.87,0.7308,789,0,0.6797,0,14386.34,24,3962.08,High School,Self-Employed,0,1,1,1.3683,0.068,1.0,180
53,46303.48,15,2,52827.48,1.1409,727,13,0.2603,8,1000.0,24,3322.73,Master,Employed,0,2,0,0.8765,0.0718,0.35,30
21,41182.39,30,12,16494.42,0.4005,658,15,0.4756,0,19828.49,60,10408.8,Bachelor,Employed,0,0,0,2.4966,0.2527,0.25,360
39,88445.58,23,5,0.0,0.0,390,0,0.2994,2,18147.63,48,17114.12,Bachelor,Employed,1,0,0,88445.58,0.1935,1.0,115
22,73458.64,0,6,34221.27,0.4659,352,16,0.3232,7,4486.78,12,8067.01,Bachelor,Employed,0,0,0,2.1465,0.1098,0.2,0
64,17635.99,10,5,23366.26,1.3249,503,7,0.2604,0,5777.81,60,10547.51,Bachelor,Employed,0,0,0,0.7547,0.5981,0.65,50
46,15517.25,20,13,27526.87,1.774,455,17,0.7528,0,14753.02,12,6070.47,Bachelor,Self-Employed,0,0,1,0.5637,0.3912,0.15,260
52,75852.18,3,9,14902.32,0.1965,301,15,0.3657,5,18497.48,36,0.0,Bachelor,Employed,0,0,0,5.0896,0.0,0.25,27
26,44602.93,6,10,6732.61,0.1509,656,5,0.7264,4,1000.0,24,13804.58,Bachelor,Unemployed,1,0,2,6.6239,0.3095,0.75,60
52,22018.35,25,1,37405.22,1.6988,357,9,0.4561,5,25531.21,36,13450.49,PhD,Employed,0,3,0,0.5886,0.6109,0.55,25
24,75914.7,11,14,24796.85,0.3266,553,9,0.5472,2,10055.02,48,12264.64,PhD,Employed,0,3,0,3.0613,0.1616,0.55,154
31,58382.48,30,3,0.0,0.0,479,4,0.5433,9,1682.53,48,6908.33,Bachelor,Self-Employed,1,0,1,58382.48,0.1183,0.8,90
37,60031.42,16,14,30303.13,0.5048,792,11,0.9759,9,24410.67,60,11582.34,Master,Self-Employed,0,2,1,1.981,0.1929,0.45,224
58,71190.79,32,2,27292.53,0.3834,334,19,0.3671,5,14763.82,48,13362.57,Bachelor,Employed,0,0,0,2.6083,0.1877,0.05,64
44,28800.46,10,12,15120.52,0.525,374,16,0.2077,1,27161.66,48,17720.95,Bachelor,Unemployed,0,0,2,1.9046,0.6153,0.2,120
25,22369.98,27,13,44297.2,1.9802,588,13,0.9118,7,19379.52,36,13931.16,High School,Employed,0,1,0,0.505,0.6228,0.35,351
54,86619.09,31,3,10727.4,0.1238,670,13,0.1748,5,14984.85,12,8382.93,Bachelor,Self-Employed,1,0,1,8.0738,0.0968,0.35,93
26,26256.66,0,10,17465.2,0.6652,628,2,0.8344,3,13472.7,24,150.48,Master,Employed,0,2,0,1.5033,0.0057,0.9,0
42,30555.24,27,9,31529.72,1.0319,603,11,0.1502,3,19827.13,48,8933.95,Master,Self-Employed,0,2,1,0.9691,0.2924,0.45,243
31,34551.29,6,13,21151.44,0.6122,520,19,0.6587,6,10864.69,48,9539.46,Master,Employed,0,2,0,1.6334,0.2761,0.05,78
68,96598.92,1,14,0.0,0.0,463,17,0.1505,2,6474.27,36,12254.18,High School,Employed,1,1,0,96598.92,0.1269,0.15,14
36,64867.67,23,9,22756.99,0.3508,779,11,0.9231,2,21099.09,24,16123.35,Bachelor,Employed,0,0,0,2.8503,0.2486,0.45,207
53,74308.16,3,10,13784.15,0.1855,754,1,0.565,5,13555.12,36,7429.1,High School,Employed,1,1,0,5.3904,0.1,0.95,30
29,58923.35,18,2,32854.94,0.5576,674,1,0.3293,8,15335.68,12,20605.92,High School,Employed,1,1,0,1.7934,0.3497,0.95,36
26,42962.26,25,14,22268.28,0.5183,519,16,0.1403,0,25893.8,36,0.0,Bachelor,Employed,1,0,0,1.9292,0.0,0.2,350
36,67625.83,10,3,21417.61,0.3167,553,9,0.3712,4,13861.23,24,10516.05,Bachelor,Employed,1,0,0,3.1573,0.1555,0.55,30
49,23867.68,10,14,4276.23,0.1792,487,17,0.705,0,15150.34,24,3208.88,Bachelor,Self-Employed,0,0,1,5.5802,0.1344,0.15,140
23,33094.33,2,4,16549.62,0.5001,490,18,0.385,0,9003.5,48,0.0,Bachelor,Employed,0,0,0,1.9996,0.0,0.1,8
40,69659.5,11,9,34551.52,0.496,688,0,0.2461,2,19307.4,12,6789.35,High School,Self-Employed,1,1,1,2.016,0.0975,1.0,99
56,27854.9,2,3,8351.95,0.2998,514,3,0.5774,2,18498.28,60,0.0,High School,Employed,0,1,0,3.3347,0.0,0.85,6
39,51218.37,26,13,19511.75,0.381,674,3,0.4178,3,24007.75,48,7031.43,Master,Employed,1,2,0,2.6249,0.1373,0.85,338
46,52129.75,1,7,5953.31,0.1142,385,1,0.1658,2,9208.71,36,8208.62,High School,Employed,1,1,0,8.755,0.1575,0.95,7
23,44426.76,15,12,2242.36,0.0505,773,18,0.154,5,10421.83,36,14711.25,High School,Employed,1,1,0,19.8037,0.3311,0.1,180
39,15977.63,1,3,18727.11,1.1721,830,11,0.7075,3,22921.37,24,0.0,Master,Employed,0,2,0,0.8531,0.0,0.45,3
40,42421.42,29,7,22607.02,0.5329,346,9,0.9747,7,17522.13,24,13450.67,PhD,Employed,0,3,0,1.8764,0.3171,0.55,203
52,38500.63,19,7,49907.94,1.2963,364,12,0.2331,0,5937.82,24,8588.48,Bachelor,Employed,0,0,0,0.7714,0.2231,0.4,133
27,58228.8,27,9,13168.09,0.2261,774,19,0.7731,7,28065.54,60,14173.09,High School,Employed,1,1,0,4.4216,0.2434,0.05,243
61,57209.81,24,2,19247.46,0.3364,445,14,0.0876,0,1000.0,60,5409.49,High School,Employed,1,1,0,2.9722,0.0946,0.3,48
53,62559.23,31,13,1248.9,0.02,681,2,0.3816,0,22842.85,48,6.53,PhD,Self-Employed,1,3,1,50.0514,0.0001,0.9,403
60,41480.27,9,6,29183.6,0.7036,365,19,0.5067,6,2347.88,60,695.0,Master,Self-Employed,0,2,1,1.4213,0.0168,0.05,54
59,65455.56,32,9,25971.42,0.3968,816,12,0.2687,0,33857.89,24,249.16,Bachelor,Self-Employed,1,0,1,2.5202,0.0038,0.4,288
38,23879.87,12,12,42325.92,1.7725,392,7,0.5296,8,1000.0,48,10866.88,High School,Unemployed,0,1,2,0.5642,0.4551,0.65,144
60,18561.91,15,12,36674.33,1.9758,725,6,0.8826,7,26522.51,48,16861.53,High School,Employed,0,1,0,0.5061,0.9084,0.7,180
21,15000.0,21,2,25271.1,1.6847,767,7,0.9444,0,14183.66,12,4610.29,High School,Employed,0,1,0,0.5935,0.3074,0.65,42
31,45014.06,19,2,12948.93,0.2877,393,17,0.1006,1,11333.97,60,11774.81,Bachelor,Self-Employed,1,0,1,3.476,0.2616,0.15,38
48,39934.04,26,13,23070.03,0.5777,432,8,0.2718,1,16853.97,36,0.0,High School,Employed,0,1,0,1.7309,0.0,0.6,338
45,70786.31,15,14,18334.8,0.259,733,5,0.9791,1,21319.0,36,9081.93,PhD,Self-Employed,0,3,1,3.8606,0.1283,0.75,210
43,42026.75,33,5,34300.96,0.8162,640,3,0.2704,5,5955.99,12,12011.38,High School,Employed,0,1,0,1.2252,0.2858,0.85,165
51,60467.53,31,10,32393.47,0.5357,613,14,0.6927,3,6842.12,24,0.0,Bachelor,Employed,0,0,0,1.8666,0.0,0.3,310
50,71265.93,25,10,15553.77,0.2182,511,4,0.2535,7,21496.05,12,6776.7,High School,Employed,1,1,0,4.5816,0.0951,0.8,250
62,41273.62,24,12,0.0,0.0,819,4,0.3564,0,1000.0,24,12295.5,Bachelor,Unemployed,1,0,2,41273.62,0.2979,0.8,288
55,60961.04,1,10,40000.81,0.6562,458,6,0.1913,9,9157.71,60,0.0,High School,Self-Employed,0,1,1,1.524,0.0,0.7,10
27,75038.55,11,8,28728.11,0.3828,567,8,0.8563,3,45406.87,60,16012.72,Master,Self-Employed,0,2,1,2.6119,0.2134,0.6,88
36,30236.74,8,11,15207.65,0.503,773,6,0.8826,9,5319.87,48,10122.08,Bachelor,Employed,0,0,0,1.9881,0.3348,0.7,88
46,55497.05,11,9,28143.1,0.5071,709,8,0.2969,4,26478.03,48,12300.37,High School,Employed,1,1,0,1.9719,0.2216,0.6,99
68,41359.31,25,2,21122.92,0.5107,773,19,0.8236,8,9140.49,48,5523.68,Master,Employed,1,2,0,1.9579,0.1336,0.05,50
69,31510.2,8,5,39779.27,1.2624,655,9,0.3582,4,20090.45,48,0.0,Bachelor,Self-Employed,0,0,1,0.7921,0.0,0.55,40
22,24270.97,9,14,0.0,0.0,492,3,0.099,2,21543.56,36,11204.38,Master,Employed,1,2,0,24270.97,0.4616,0.85,126
21,31187.03,31,7,14042.14,0.4503,570,5,0.7581,3,26289.57,48,7504.46,Master,Employed,1,2,0,2.2208,0.2406,0.75,217
68,56200.58,33,6,43985.82,0.7827,413,13,0.5964,9,12997.46,48,8192.69,Master,Employed,0,2,0,1.2777,0.1458,0.35,198
32,22783.11,19,6,28447.98,1.2486,822,8,0.2744,6,34888.85,48,14525.64,High School,Employed,1,1,0,0.8008,0.6376,0.6,114
25,43985.46,1,7,46589.1,1.0592,354,0,0.253,0,9106.63,24,12572.38,High School,Employed,0,1,0,0.9441,0.2858,1.0,7
57,71263.89,0,3,1672.89,0.0235,364,16,0.9756,5,17342.2,48,19527.42,PhD,Employed,0,3,0,42.5738,0.274,0.2,0
52,63980.22,23,13,36082.95,0.564,571,12,0.8625,7,17452.77,12,8923.13,Bachelor,Employed,0,0,0,1.7731,0.1395,0.4,299
29,44389.85,26,3,35183.37,0.7926,801,6,0.8098,0,3780.32,48,3852.73,High School,Self-Employed,0,1,1,1.2616,0.0868,0.7,78
61,88793.81,1,10,0.0,0.0,661,8,0.128,7,12141.28,48,6869.5,Master,Employed,1,2,0,88793.81,0.0774,0.6,10
55,92860.73,30,9,15567.47,0.1676,445,10,0.7552,6,16615.13,36,10493.98,High School,Employed,0,1,0,5.9647,0.113,0.5,270
39,55522.45,13,14,18402.06,0.3314,508,2,0.2145,0,10678.79,48,14095.14,Bachelor,Employed,1,0,0,3.017,0.2539,0.9,182
68,15000.0,1,8,0.0,0.0,585,11,0.9774,8,39409.24,24,0.0,Master,Unemployed,0,2,2,15000.0,0.0,0.45,8
36,72728.96,28,5,15880.97,0.2184,309,2,0.0521,2,6613.76,60,8051.23,Master,Employed,1,2,0,4.5793,0.1107,0.9,140
23,15000.0,14,6,33097.75,2.2065,485,14,0.3521,1,26794.24,48,17657.25,High School,Employed,0,1,0,0.4532,1.1772,0.3,84
40,84522.92,11,11,14136.15,0.1672,763,9,0.4286,6,23564.6,48,6558.75,Bachelor,Employed,1,0,0,5.9788,0.0776,0.55,121
44,76671.7,27,12,23632.0,0.3082,433,0,0.8242,2,14861.38,48,13586.07,Bachelor,Employed,1,0,0,3.2443,0.1772,1.0,324
53,90484.25,19,10,23740.55,0.2624,470,13,0.7662,0,6347.91,36,10958.71,Bachelor,Unemployed,1,0,2,3.8112,0.1211,0.35,190
44,60205.31,23,1,19817.85,0.3292,512,19,0.375,9,7317.45,60,13735.16,High School,Self-Employed,0,1,1,3.0378,0.2281,0.05,23
31,47772.28,20,10,9422.27,0.1972,829,5,0.5656,2,9820.33,36,3141.44,Bachelor,Employed,1,0,0,5.0696,0.0658,0.75,200
69,45997.98,9,12,29882.21,0.6496,801,1,0.8356,5,1000.0,36,3167.59,Bachelor,Employed,0,0,0,1.5393,0.0689,0.95,108
28,44074.8,13,1,0.0,0.0,326,7,0.0182,2,4965.35,36,8121.63,Bachelor,Employed,1,0,0,44074.8,0.1843,0.65,13
56,74621.37,17,4,20128.82,0.2697,367,0,0.8022,4,1000.0,24,0.0,Master,Employed,0,2,0,3.707,0.0,1.0,68
58,69245.43,23,2,40782.3,0.589,707,3,0.9469,8,28458.75,60,6381.56,Bachelor,Self-Employed,0,0,1,1.6979,0.0922,0.85,46
60,57404.51,13,11,13289.4,0.2315,408,3,0.0321,6,21184.62,24,9517.26,High School,Employed,1,1,0,4.3192,0.1658,0.85,143
40,40556.37,33,7,9090.18,0.2241,373,4,0.0456,1,22859.74,24,18707.81,Bachelor,Employed,1,0,0,4.4611,0.4613,0.8,231
55,107584.25,11,2,30882.74,0.2871,561,19,0.3445,0,20888.32,60,10416.31,Master,Unemployed,1,2,2,3.4835,0.0968,0.05,22
68,73247.49,21,10,22451.48,0.3065,667,8,0.0878,6,16669.68,24,11751.37,High School,Employed,1,1,0,3.2623,0.1604,0.6,210
45,23045.76,5,2,31181.71,1.353,536,12,0.4793,3,29606.8,60,14986.86,Bachelor,Employed,0,0,0,0.7391,0.6503,0.4,10
55,44674.88,21,5,20577.48,0.4606,665,17,0.7287,6,8892.37,48,2212.05,High School,Employed,0,1,0,2.171,0.0495,0.15,105
45,73635.52,13,4,0.0,0.0,585,16,0.5669,5,16066.7,36,7009.5,High School,Employed,1,1,0,73635.52,0.0952,0.2,52
49,39009.22,15,8,37698.7,0.9664,677,0,0.1964,6,22470.59,24,22552.48,Master,Self-Employed,1,2,1,1.0347,0.5781,1.0,120
38,62030.96,24,4,51050.4,0.823,675,14,0.6548,3,1787.91,60,7525.27,Master,Employed,0,2,0,1.2151,0.1213,0.3,96
66,74015.93,31,14,39260.62,0.5304,375,1,0.6849,2,45965.89,12,14698.58,Bachelor,Employed,1,0,0,1.8852,0.1986,0.95,434
38,15000.0,32,12,0.0,0.0,308,15,0.9324,4,15285.66,24,13782.43,Bachelor,Employed,1,0,0,15000.0,0.9188,0.25,384
22,52839.25,19,6,26766.32,0.5066,495,19,0.1468,2,16419.89,24,0.0,Master,Employed,0,2,0,1.974,0.0,0.05,114
55,53624.18,17,5,12998.81,0.2424,589,4,0.6923,2,27568.78,60,9862.88,PhD,Unemployed,0,3,2,4.125,0.1839,0.8,85
36,46758.55,2,11,3736.34,0.0799,360,18,0.9114,3,24149.55,12,8880.48,Bachelor,Employed,0,0,0,12.5112,0.1899,0.1,22
61,61033.9,22,14,21840.98,0.3579,688,4,0.5016,7,15380.78,12,9979.75,Bachelor,Unemployed,1,0,2,2.7943,0.1635,0.8,308
56,68150.39,31,2,17765.79,0.2607,307,1,0.3618,1,16301.29,48,3475.33,Bachelor,Unemployed,1,0,2,3.8358,0.051,0.95,62
53,57841.02,15,11,27629.87,0.4777,668,6,0.1707,3,1000.0,24,1298.48,High School,Unemployed,1,1,2,2.0933,0.0224,0.7,165
24,47523.45,4,13,20848.7,0.4387,344,2,0.8668,2,9435.34,36,5143.94,Bachelor,Self-Employed,0,0,1,2.2793,0.1082,0.9,52
53,67652.43,3,12,3187.82,0.0471,643,16,0.3942,6,20172.1,24,7413.23,Master,Employed,1,2,0,21.2155,0.1096,0.2,36
34,55981.07,20,14,11350.97,0.2028,674,2,0.9249,1,19438.93,36,15109.91,Master,Unemployed,1,2,2,4.9314,0.2699,0.9,280
41,50385.99,13,8,8930.62,0.1772,326,12,0.8478,0,27211.66,36,18903.86,Master,Employed,0,2,0,5.6413,0.3752,0.4,104
68,28754.41,30,2,0.0,0.0,492,6,0.3766,9,13794.99,60,16379.59,High School,Employed,1,1,0,28754.41,0.5696,0.7,60
40,23746.9,13,9,0.0,0.0,656,2,0.5739,0,1127.13,24,13161.11,Bachelor,Employed,1,0,0,23746.9,0.5542,0.9,117
28,28375.4,5,9,16833.97,0.5933,361,14,0.0272,5,25567.3,60,1973.96,High School,Employed,1,1,0,1.6855,0.0696,0.3,45
27,60566.58,11,3,41356.31,0.6828,361,17,0.2632,2,29360.89,48,5546.62,High School,Employed,0,1,0,1.4645,0.0916,0.15,33
23,53418.43,15,4,11966.64,0.224,721,9,0.7103,6,23982.45,36,9259.56,Master,Employed,1,2,0,4.4636,0.1733,0.55,60
37,25394.32,16,8,8638.54,0.3402,679,6,0.6779,7,13363.66,12,4205.37,Bachelor,Employed,0,0,0,2.9393,0.1656,0.7,128
53,67918.36,22,9,2280.7,0.0336,576,8,0.3534,4,25443.86,36,11463.23,Master,Employed,1,2,0,29.7666,0.1688,0.6,198
68,82486.19,13,3,20458.05,0.248,730,4,0.8086,4,49289.1,48,12322.92,High School,Employed,1,1,0,4.0318,0.1494,0.8,39
32,43030.13,6,5,37688.89,0.8759,414,19,0.2358,1,16151.52,36,11217.74,Bachelor,Self-Employed,0,0,1,1.1417,0.2607,0.05,30
42,20180.36,31,11,50040.24,2.4797,420,7,0.4613,7,1882.63,60,14150.81,Bachelor,Employed,0,0,0,0.4033,0.7012,0.65,341
42,40817.47,14,8,24280.99,0.5949,824,13,0.4725,9,9137.15,24,2572.45,High School,Employed,0,1,0,1.681,0.063,0.35,112
66,72089.21,16,3,22099.91,0.3066,715,3,0.3408,0,21254.76,12,13596.97,High School,Employed,1,1,0,3.2618,0.1886,0.85,48
50,65970.6,33,7,11847.9,0.1796,462,19,0.9547,9,1000.0,60,3826.13,High School,Employed,0,1,0,5.5677,0.058,0.05,231
58,36551.35,4,11,14351.5,0.3926,636,13,0.6967,8,16694.03,24,2354.38,Bachelor,Employed,0,0,0,2.5467,0.0644,0.35,44
58,85423.44,26,8,29437.63,0.3446,678,11,0.5392,0,18803.37,12,11192.7,PhD,Employed,1,3,0,2.9017,0.131,0.45,208
65,81965.6,22,10,15276.87,0.1864,623,1,0.5105,0,30351.22,48,15295.24,Master,Employed,1,2,0,5.365,0.1866,0.95,220
28,40339.88,13,11,17565.76,0.4354,472,12,0.1593,0,28101.95,36,10928.08,PhD,Employed,1,3,0,2.2964,0.2709,0.4,143
47,40134.2,14,14,19619.79,0.4889,363,0,0.3722,6,23645.85,12,8124.82,Master,Employed,0,2,0,2.0455,0.2024,1.0,196
47,43143.44,32,3,11137.58,0.2582,400,19,0.6728,3,1000.0,48,9860.92,Master,Unemployed,0,2,2,3.8733,0.2286,0.05,96
54,44853.34,30,2,18875.31,0.4208,621,6,0.9246,6,24210.53,24,8818.56,Bachelor,Employed,0,0,0,2.3762,0.1966,0.7,60
41,74010.76,34,10,0.0,0.0,365,8,0.8165,4,22055.13,12,1244.29,Bachelor,Self-Employed,1,0,1,74010.76,0.0168,0.6,340
50,63506.58,16,13,28232.54,0.4446,757,16,0.3004,6,17559.44,48,544.28,Bachelor,Self-Employed,1,0,1,2.2493,0.0086,0.2,208
53,72541.58,27,7,55276.58,0.762,752,12,0.434,9,1000.0,24,7527.04,Master,Employed,1,2,0,1.3123,0.1038,0.4,189
48,68471.3,18,12,11719.35,0.1712,558,9,0.0829,6,7232.26,60,8479.14,High School,Unemployed,1,1,2,5.8421,0.1238,0.55,216
67,89290.54,22,9,25607.56,0.2868,725,15,0.1022,3,3331.77,36,8067.99,High School,Self-Employed,1,1,1,3.4867,0.0904,0.25,198
53,33812.29,31,1,32773.64,0.9693,477,5,0.4702,1,1000.0,48,12056.61,PhD,Employed,0,3,0,1.0317,0.3566,0.75,31
25,62607.17,12,3,39203.23,0.6262,579,15,0.5302,7,14970.85,60,6707.14,High School,Employed,0,1,0,1.5969,0.1071,0.25,36
68,15000.0,19,5,16035.18,1.069,643,10,0.264,1,7021.78,24,11377.88,PhD,Employed,0,3,0,0.9354,0.7585,0.5,95
39,28660.89,34,3,0.0,0.0,316,19,0.6428,8,41253.06,12,7132.48,Bachelor,Employed,0,0,0,28660.89,0.2489,0.05,102
24,53502.93,4,1,24008.48,0.4487,595,2,0.7034,4,13312.28,36,18940.15,High School,Employed,1,1,0,2.2284,0.354,0.9,4
55,63364.13,8,7,21929.43,0.3461,501,8,0.2991,8,27937.53,24,8484.28,Bachelor,Self-Employed,0,0,1,2.8893,0.1339,0.6,56
69,52963.69,28,7,14815.0,0.2797,493,14,0.7584,8,1000.0,48,22044.34,Master,Self-Employed,0,2,1,3.5748,0.4162,0.3,196
37,43656.15,5,10,17997.32,0.4123,448,12,0.2056,7,9699.1,36,10112.07,High School,Employed,0,1,0,2.4256,0.2316,0.4,50
64,47211.64,24,12,22155.21,0.4693,674,9,0.5443,7,15968.98,60,6717.94,Master,Self-Employed,1,2,1,2.1309,0.1423,0.55,288
48,82388.82,30,8,25426.43,0.3086,334,19,0.8043,3,5918.46,36,2603.31,Master,Self-Employed,0,2,1,3.2402,0.0316,0.05,240
50,47319.36,21,5,24797.15,0.524,668,12,0.537,3,10777.99,60,0.0,High School,Employed,0,1,0,1.9082,0.0,0.4,105
49,89984.83,1,10,16734.72,0.186,328,16,0.908,1,12820.49,24,2051.35,High School,Employed,0,1,0,5.3768,0.0228,0.2,10
66,70880.34,4,12,25764.18,0.3635,520,6,0.0585,3,12660.92,12,2722.36,High School,Employed,1,1,0,2.751,0.0384,0.7,48
26,64150.75,26,5,15724.54,0.2451,352,5,0.5883,3,33551.19,36,10368.92,High School,Self-Employed,1,1,1,4.0794,0.1616,0.75,130
55,31128.06,24,5,29630.38,0.9519,652,12,0.5618,5,18782.26,12,4843.01,High School,Self-Employed,0,1,1,1.0505,0.1556,0.4,120
61,73704.76,7,1,10588.36,0.1437,691,16,0.6604,2,19795.11,12,9121.56,Bachelor,Employed,1,0,0,6.9603,0.1238,0.2,7
57,45124.59,0,10,21095.87,0.4675,375,14,0.8334,1,20396.55,36,15691.87,Bachelor,Employed,0,0,0,2.1389,0.3477,0.3,0
44,31111.2,19,5,0.0,0.0,793,3,0.7259,7,21126.26,36,7473.15,Master,Self-Employed,1,2,1,31111.2,0.2402,0.85,95
49,65256.87,22,6,14451.34,0.2215,821,14,0.7903,1,14171.13,12,20474.94,High School,Self-Employed,1,1,1,4.5153,0.3138,0.3,132
69,27241.08,31,13,28512.33,1.0467,416,13,0.2888,7,11792.54,48,945.13,Bachelor,Employed,0,0,0,0.9554,0.0347,0.35,403
66,39755.17,10,12,4493.98,0.113,579,10,0.3875,6,16668.16,48,7096.5,Bachelor,Employed,0,0,0,8.8443,0.1785,0.5,120
51,54797.68,23,1,15198.49,0.2774,474,3,0.6268,2,26568.04,36,4764.12,Master,Self-Employed,1,2,1,3.6052,0.0869,0.85,23
55,99368.43,10,11,0.0,0.0,594,2,0.5535,5,26262.38,12,13619.04,Bachelor,Employed,1,0,0,99368.43,0.1371,0.9,110
53,41261.68,28,7,0.0,0.0,750,1,0.9611,5,12596.02,12,0.0,Bachelor,Employed,1,0,0,41261.68,0.0,0.95,196
41,45835.67,25,1,3402.88,0.0742,817,19,0.1868,9,22678.44,24,0.0,Master,Self-Employed,1,2,1,13.4657,0.0,0.05,25
